IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.16.150.171,4,4,0.00,6.31,0.00
104.16.145.217,4,4,0.00,6.31,0.00
104.17.165.130,4,4,0.00,6.31,0.00
104.16.146.124,4,4,0.00,6.32,0.00
104.17.168.240,4,4,0.00,6.32,0.00
104.17.173.183,4,4,0.00,6.32,0.00
104.16.154.229,4,4,0.00,6.32,0.00
104.17.122.33,4,4,0.00,6.32,0.00
104.16.145.131,4,4,0.00,6.32,0.00
104.16.146.109,4,4,0.00,6.32,0.00
104.17.145.211,4,4,0.00,6.32,0.00
104.16.157.109,4,4,0.00,6.32,0.00
104.17.149.238,4,4,0.00,6.32,0.00
104.17.104.119,4,4,0.00,6.33,0.00
104.16.151.234,4,4,0.00,6.33,0.00
104.16.151.195,4,4,0.00,6.33,0.00
104.16.152.191,4,4,0.00,6.33,0.00
104.17.212.192,4,4,0.00,6.33,0.00
104.17.144.252,4,4,0.00,6.33,0.00
104.16.201.235,4,4,0.00,6.33,0.00
104.18.88.165,4,4,0.00,6.33,0.00
104.16.156.107,4,4,0.00,6.33,0.00
104.16.151.170,4,4,0.00,6.34,0.00
104.17.209.145,4,4,0.00,6.34,0.00
104.16.192.240,4,4,0.00,6.34,0.00
104.17.148.151,4,4,0.00,6.34,0.00
104.16.152.19,4,4,0.00,6.34,0.00
104.16.157.83,4,4,0.00,6.34,0.00
104.16.148.176,4,4,0.00,6.34,0.00
104.16.158.249,4,4,0.00,6.34,0.00
104.17.219.183,4,4,0.00,6.34,0.00
104.16.153.244,4,4,0.00,6.34,0.00
104.16.252.199,4,4,0.00,6.34,0.00
104.16.155.154,4,4,0.00,6.34,0.00
104.17.120.109,4,4,0.00,6.35,0.00
104.16.240.220,4,4,0.00,6.35,0.00
104.16.193.187,4,4,0.00,6.35,0.00
104.16.206.228,4,4,0.00,6.35,0.00
104.17.217.201,4,4,0.00,6.35,0.00
198.41.220.190,4,4,0.00,6.35,0.00
104.16.144.192,4,4,0.00,6.35,0.00
104.17.178.243,4,4,0.00,6.36,0.00
104.16.206.116,4,4,0.00,6.36,0.00
104.17.219.234,4,4,0.00,6.36,0.00
104.18.94.206,4,4,0.00,6.36,0.00
104.18.95.134,4,4,0.00,6.36,0.00
104.16.144.166,4,4,0.00,6.36,0.00
104.16.156.243,4,4,0.00,6.36,0.00
104.16.153.117,4,4,0.00,6.36,0.00
104.16.196.214,4,4,0.00,6.36,0.00
104.17.167.138,4,4,0.00,6.36,0.00
104.17.112.211,4,4,0.00,6.36,0.00
104.19.151.194,4,4,0.00,6.36,0.00
104.16.152.232,4,4,0.00,6.36,0.00
172.64.145.243,4,4,0.00,6.37,0.00
198.41.208.114,4,4,0.00,6.37,0.00
104.16.144.214,4,4,0.00,6.37,0.00
104.17.212.252,4,4,0.00,6.37,0.00
172.64.228.228,4,4,0.00,6.37,0.00
104.17.184.138,4,4,0.00,6.37,0.00
104.17.121.209,4,4,0.00,6.37,0.00
104.17.112.110,4,4,0.00,6.37,0.00
104.16.153.159,4,4,0.00,6.37,0.00
198.41.209.121,4,4,0.00,6.37,0.00
104.17.162.198,4,4,0.00,6.37,0.00
104.19.146.219,4,4,0.00,6.38,0.00
104.17.161.197,4,4,0.00,6.38,0.00
104.16.153.233,4,4,0.00,6.38,0.00
104.17.221.126,4,4,0.00,6.38,0.00
104.16.155.235,4,4,0.00,6.38,0.00
172.64.228.126,4,4,0.00,6.38,0.00
104.17.165.253,4,4,0.00,6.38,0.00
104.17.152.148,4,4,0.00,6.38,0.00
104.17.146.165,4,4,0.00,6.38,0.00
104.16.151.149,4,4,0.00,6.38,0.00
104.17.160.154,4,4,0.00,6.38,0.00
104.16.206.255,4,4,0.00,6.38,0.00
104.16.199.158,4,4,0.00,6.39,0.00
104.16.242.100,4,4,0.00,6.39,0.00
104.18.90.132,4,4,0.00,6.39,0.00
104.16.148.9,4,4,0.00,6.39,0.00
104.17.120.135,4,4,0.00,6.39,0.00
104.17.155.242,4,4,0.00,6.39,0.00
104.16.154.110,4,4,0.00,6.39,0.00
104.17.153.213,4,4,0.00,6.39,0.00
104.16.201.104,4,4,0.00,6.39,0.00
104.18.35.211,4,4,0.00,6.39,0.00
104.16.151.178,4,4,0.00,6.39,0.00
104.17.153.161,4,4,0.00,6.39,0.00
104.16.144.241,4,4,0.00,6.39,0.00
104.17.187.159,4,4,0.00,6.40,0.00
104.17.189.230,4,4,0.00,6.40,0.00
104.16.198.128,4,4,0.00,6.40,0.00
104.16.159.214,4,4,0.00,6.40,0.00
104.16.193.171,4,4,0.00,6.40,0.00
104.16.162.173,4,4,0.00,6.40,0.00
104.17.186.158,4,4,0.00,6.40,0.00
104.16.203.215,4,4,0.00,6.40,0.00
104.16.148.108,4,4,0.00,6.41,0.00
104.17.160.155,4,4,0.00,6.41,0.00
104.19.158.193,4,4,0.00,6.41,0.00
104.16.200.231,4,4,0.00,6.41,0.00
104.16.200.89,4,4,0.00,6.41,0.00
104.19.153.253,4,4,0.00,6.41,0.00
104.16.158.59,4,4,0.00,6.41,0.00
104.17.224.139,4,4,0.00,6.41,0.00
104.18.39.232,4,4,0.00,6.41,0.00
104.17.159.146,4,4,0.00,6.41,0.00
104.16.146.252,4,4,0.00,6.41,0.00
104.17.107.235,4,4,0.00,6.41,0.00
104.18.83.240,4,4,0.00,6.42,0.00
104.16.205.171,4,4,0.00,6.42,0.00
104.16.148.124,4,4,0.00,6.42,0.00
104.16.144.185,4,4,0.00,6.42,0.00
104.17.151.155,4,4,0.00,6.42,0.00
104.17.116.211,4,4,0.00,6.42,0.00
104.18.81.185,4,4,0.00,6.42,0.00
104.16.144.169,4,4,0.00,6.42,0.00
104.16.248.171,4,4,0.00,6.42,0.00
104.16.149.43,4,4,0.00,6.42,0.00
104.17.217.166,4,4,0.00,6.42,0.00
104.16.147.196,4,4,0.00,6.42,0.00
104.17.165.108,4,4,0.00,6.42,0.00
104.16.245.129,4,4,0.00,6.43,0.00
104.18.39.106,4,4,0.00,6.43,0.00
104.18.81.229,4,4,0.00,6.43,0.00
104.17.220.125,4,4,0.00,6.43,0.00
104.17.209.234,4,4,0.00,6.43,0.00
104.17.169.170,4,4,0.00,6.43,0.00
104.16.149.147,4,4,0.00,6.43,0.00
104.16.193.251,4,4,0.00,6.43,0.00
104.17.122.9,4,4,0.00,6.43,0.00
104.16.202.49,4,4,0.00,6.43,0.00
104.16.155.100,4,4,0.00,6.43,0.00
104.16.240.183,4,4,0.00,6.43,0.00
172.64.159.240,4,4,0.00,6.44,0.00
104.16.250.147,4,4,0.00,6.44,0.00
104.16.148.172,4,4,0.00,6.44,0.00
104.17.167.103,4,4,0.00,6.44,0.00
104.17.178.43,4,4,0.00,6.44,0.00
104.17.169.189,4,4,0.00,6.44,0.00
104.17.119.165,4,4,0.00,6.44,0.00
104.16.144.109,4,4,0.00,6.44,0.00
104.17.215.113,4,4,0.00,6.44,0.00
104.16.148.164,4,4,0.00,6.44,0.00
104.16.240.141,4,4,0.00,6.44,0.00
104.17.222.211,4,4,0.00,6.44,0.00
104.19.150.158,4,4,0.00,6.44,0.00
104.16.249.175,4,4,0.00,6.44,0.00
104.16.243.154,4,4,0.00,6.45,0.00
104.16.253.239,4,4,0.00,6.45,0.00
104.17.147.159,4,4,0.00,6.45,0.00
104.17.166.164,4,4,0.00,6.45,0.00
172.64.147.212,4,4,0.00,6.45,0.00
172.64.154.218,4,4,0.00,6.45,0.00
104.16.145.255,4,4,0.00,6.45,0.00
104.18.82.151,4,4,0.00,6.45,0.00
104.16.153.174,4,4,0.00,6.45,0.00
104.17.221.135,4,4,0.00,6.45,0.00
104.17.121.177,4,4,0.00,6.46,0.00
104.17.222.160,4,4,0.00,6.46,0.00
104.16.144.218,4,4,0.00,6.46,0.00
172.64.152.200,4,4,0.00,6.46,0.00
104.17.221.150,4,4,0.00,6.46,0.00
104.17.164.133,4,4,0.00,6.46,0.00
104.16.146.193,4,4,0.00,6.46,0.00
104.18.43.246,4,4,0.00,6.46,0.00
104.17.111.217,4,4,0.00,6.46,0.00
104.16.192.236,4,4,0.00,6.47,0.00
104.17.173.243,4,4,0.00,6.47,0.00
104.17.155.145,4,4,0.00,6.47,0.00
104.16.196.85,4,4,0.00,6.47,0.00
104.17.145.197,4,4,0.00,6.47,0.00
104.18.85.216,4,4,0.00,6.47,0.00
104.17.162.203,4,4,0.00,6.47,0.00
104.17.149.15,4,4,0.00,6.47,0.00
104.16.153.127,4,4,0.00,6.47,0.00
104.17.191.131,4,4,0.00,6.47,0.00
104.18.87.154,4,4,0.00,6.47,0.00
104.17.151.200,4,4,0.00,6.48,0.00
104.19.149.131,4,4,0.00,6.48,0.00
104.18.40.254,4,4,0.00,6.48,0.00
172.64.157.163,4,4,0.00,6.48,0.00
172.64.159.140,4,4,0.00,6.48,0.00
104.19.153.137,4,4,0.00,6.48,0.00
104.17.185.177,4,4,0.00,6.48,0.00
104.17.189.29,4,4,0.00,6.48,0.00
104.16.149.254,4,4,0.00,6.49,0.00
104.16.157.113,4,4,0.00,6.49,0.00
104.19.158.246,4,4,0.00,6.49,0.00
104.17.170.205,4,4,0.00,6.49,0.00
104.16.153.206,4,4,0.00,6.49,0.00
104.17.149.218,4,4,0.00,6.49,0.00
104.17.161.122,4,4,0.00,6.49,0.00
104.16.144.114,4,4,0.00,6.49,0.00
104.16.153.188,4,4,0.00,6.49,0.00
104.16.148.135,4,4,0.00,6.49,0.00
104.17.115.174,4,4,0.00,6.49,0.00
104.17.115.239,4,4,0.00,6.50,0.00
104.16.148.89,4,4,0.00,6.50,0.00
104.17.118.143,4,4,0.00,6.50,0.00
104.16.243.103,4,4,0.00,6.50,0.00
104.17.115.152,4,4,0.00,6.50,0.00
104.18.42.142,4,4,0.00,6.50,0.00
172.64.155.237,4,4,0.00,6.50,0.00
172.64.229.209,4,4,0.00,6.50,0.00
104.16.247.198,4,4,0.00,6.51,0.00
104.16.148.169,4,4,0.00,6.51,0.00
104.18.88.249,4,4,0.00,6.51,0.00
104.18.40.223,4,4,0.00,6.51,0.00
104.17.146.199,4,4,0.00,6.51,0.00
104.16.194.175,4,4,0.00,6.51,0.00
104.17.223.175,4,4,0.00,6.51,0.00
104.18.47.218,4,4,0.00,6.52,0.00
104.16.204.252,4,4,0.00,6.52,0.00
104.17.151.214,4,4,0.00,6.52,0.00
104.16.152.151,4,4,0.00,6.52,0.00
104.17.125.254,4,4,0.00,6.52,0.00
104.16.201.141,4,4,0.00,6.52,0.00
104.16.159.209,4,4,0.00,6.52,0.00
104.17.147.122,4,4,0.00,6.52,0.00
104.18.44.250,4,4,0.00,6.52,0.00
104.17.173.211,4,4,0.00,6.52,0.00
104.16.146.119,4,4,0.00,6.52,0.00
104.16.152.116,4,4,0.00,6.52,0.00
104.17.211.223,4,4,0.00,6.53,0.00
104.17.145.119,4,4,0.00,6.53,0.00
104.16.161.179,4,4,0.00,6.53,0.00
104.16.197.241,4,4,0.00,6.53,0.00
104.17.165.124,4,4,0.00,6.53,0.00
104.16.151.143,4,4,0.00,6.53,0.00
104.17.162.201,4,4,0.00,6.53,0.00
104.17.120.189,4,4,0.00,6.54,0.00
104.16.150.189,4,4,0.00,6.54,0.00
104.17.125.171,4,4,0.00,6.54,0.00
104.16.193.131,4,4,0.00,6.54,0.00
104.17.118.175,4,4,0.00,6.54,0.00
104.16.155.250,4,4,0.00,6.54,0.00
104.17.170.201,4,4,0.00,6.54,0.00
104.17.147.210,4,4,0.00,6.54,0.00
104.17.110.228,4,4,0.00,6.54,0.00
104.18.83.118,4,4,0.00,6.54,0.00
104.17.188.238,4,4,0.00,6.54,0.00
104.19.144.156,4,4,0.00,6.54,0.00
104.17.177.135,4,4,0.00,6.54,0.00
104.16.153.154,4,4,0.00,6.55,0.00
104.17.159.251,4,4,0.00,6.55,0.00
104.17.191.241,4,4,0.00,6.55,0.00
104.17.153.117,4,4,0.00,6.55,0.00
104.16.144.121,4,4,0.00,6.55,0.00
104.17.116.252,4,4,0.00,6.55,0.00
104.16.145.175,4,4,0.00,6.55,0.00
104.17.160.133,4,4,0.00,6.55,0.00
104.17.124.255,4,4,0.00,6.55,0.00
104.16.156.143,4,4,0.00,6.55,0.00
104.17.150.125,4,4,0.00,6.55,0.00
104.18.93.227,4,4,0.00,6.55,0.00
104.17.152.143,4,4,0.00,6.56,0.00
104.16.148.142,4,4,0.00,6.56,0.00
104.16.154.211,4,4,0.00,6.56,0.00
104.16.144.201,4,4,0.00,6.56,0.00
104.17.148.135,4,4,0.00,6.56,0.00
104.17.158.240,4,4,0.00,6.56,0.00
104.17.175.104,4,4,0.00,6.56,0.00
104.19.144.124,4,4,0.00,6.56,0.00
104.17.115.120,4,4,0.00,6.56,0.00
104.17.148.208,4,4,0.00,6.56,0.00
104.17.117.166,4,4,0.00,6.57,0.00
104.17.223.219,4,4,0.00,6.57,0.00
172.64.144.120,4,4,0.00,6.57,0.00
104.16.144.191,4,4,0.00,6.57,0.00
104.16.144.195,4,4,0.00,6.57,0.00
104.16.149.142,4,4,0.00,6.57,0.00
104.16.241.255,4,4,0.00,6.57,0.00
104.16.159.221,4,4,0.00,6.57,0.00
104.18.47.116,4,4,0.00,6.57,0.00
104.17.147.169,4,4,0.00,6.57,0.00
104.17.114.161,4,4,0.00,6.57,0.00
104.17.162.106,4,4,0.00,6.57,0.00
104.17.109.173,4,4,0.00,6.58,0.00
104.19.146.111,4,4,0.00,6.58,0.00
104.17.118.187,4,4,0.00,6.58,0.00
104.17.219.101,4,4,0.00,6.58,0.00
104.16.151.45,4,4,0.00,6.58,0.00
104.17.144.131,4,4,0.00,6.58,0.00
172.64.156.174,4,4,0.00,6.58,0.00
104.17.185.115,4,4,0.00,6.58,0.00
104.17.171.203,4,4,0.00,6.58,0.00
104.16.204.131,4,4,0.00,6.58,0.00
104.18.89.83,4,4,0.00,6.58,0.00
172.64.228.244,4,4,0.00,6.58,0.00
104.16.157.254,4,4,0.00,6.59,0.00
104.17.117.189,4,4,0.00,6.59,0.00
104.17.160.253,4,4,0.00,6.59,0.00
104.18.92.201,4,4,0.00,6.60,0.00
104.19.159.171,4,4,0.00,6.60,0.00
104.16.241.228,4,4,0.00,6.60,0.00
104.16.157.167,4,4,0.00,6.60,0.00
104.18.81.223,4,4,0.00,6.60,0.00
104.16.202.200,4,4,0.00,6.60,0.00
104.16.146.137,4,4,0.00,6.60,0.00
104.17.107.237,4,4,0.00,6.60,0.00
104.17.118.240,4,4,0.00,6.60,0.00
104.17.223.118,4,4,0.00,6.61,0.00
104.17.150.137,4,4,0.00,6.61,0.00
104.17.146.229,4,4,0.00,6.61,0.00
104.17.168.132,4,4,0.00,6.61,0.00
104.17.125.115,4,4,0.00,6.61,0.00
104.16.157.253,4,4,0.00,6.61,0.00
104.16.156.128,4,4,0.00,6.61,0.00
104.19.151.135,4,4,0.00,6.61,0.00
104.16.158.243,4,4,0.00,6.61,0.00
104.17.157.193,4,4,0.00,6.62,0.00
104.16.206.189,4,4,0.00,6.62,0.00
104.17.107.249,4,4,0.00,6.62,0.00
104.17.126.143,4,4,0.00,6.62,0.00
104.19.153.108,4,4,0.00,6.62,0.00
104.19.153.143,4,4,0.00,6.63,0.00
104.16.205.191,4,4,0.00,6.63,0.00
104.16.196.120,4,4,0.00,6.63,0.00
104.16.148.233,4,4,0.00,6.63,0.00
104.16.157.164,4,4,0.00,6.63,0.00
104.19.149.109,4,4,0.00,6.63,0.00
104.16.151.103,4,4,0.00,6.63,0.00
104.17.184.186,4,4,0.00,6.63,0.00
104.17.190.246,4,4,0.00,6.63,0.00
104.17.116.106,4,4,0.00,6.64,0.00
104.17.118.139,4,4,0.00,6.64,0.00
104.17.168.173,4,4,0.00,6.64,0.00
104.17.124.118,4,4,0.00,6.64,0.00
104.16.157.161,4,4,0.00,6.64,0.00
104.17.211.101,4,4,0.00,6.64,0.00
104.17.103.132,4,4,0.00,6.64,0.00
104.16.159.194,4,4,0.00,6.64,0.00
104.16.144.143,4,4,0.00,6.64,0.00
104.16.244.229,4,4,0.00,6.64,0.00
104.17.149.161,4,4,0.00,6.65,0.00
104.17.223.248,4,4,0.00,6.65,0.00
104.17.144.140,4,4,0.00,6.65,0.00
104.16.151.155,4,4,0.00,6.65,0.00
104.17.121.105,4,4,0.00,6.65,0.00
104.17.118.202,4,4,0.00,6.66,0.00
104.17.170.150,4,4,0.00,6.66,0.00
104.16.150.146,4,4,0.00,6.66,0.00
104.17.127.199,4,4,0.00,6.66,0.00
104.16.193.111,4,4,0.00,6.66,0.00
104.17.101.131,4,4,0.00,6.66,0.00
104.17.160.243,4,4,0.00,6.66,0.00
104.19.150.192,4,4,0.00,6.66,0.00
104.17.161.201,4,4,0.00,6.66,0.00
104.17.221.118,4,4,0.00,6.66,0.00
104.17.126.118,4,4,0.00,6.67,0.00
104.17.117.117,4,4,0.00,6.67,0.00
172.64.228.128,4,4,0.00,6.67,0.00
104.18.93.135,4,4,0.00,6.67,0.00
104.17.188.207,4,4,0.00,6.67,0.00
104.16.155.211,4,4,0.00,6.67,0.00
104.17.217.221,4,4,0.00,6.67,0.00
104.17.176.202,4,4,0.00,6.67,0.00
104.16.158.148,4,4,0.00,6.67,0.00
104.19.152.141,4,4,0.00,6.68,0.00
104.17.216.151,4,4,0.00,6.68,0.00
104.19.155.131,4,4,0.00,6.68,0.00
104.17.168.108,4,4,0.00,6.68,0.00
104.16.246.53,4,4,0.00,6.68,0.00
104.19.153.176,4,4,0.00,6.68,0.00
104.16.193.156,4,4,0.00,6.69,0.00
104.16.149.189,4,4,0.00,6.69,0.00
104.17.188.221,4,4,0.00,6.69,0.00
104.17.146.198,4,4,0.00,6.69,0.00
104.16.208.5,4,4,0.00,6.69,0.00
104.19.155.221,4,4,0.00,6.69,0.00
104.17.161.205,4,4,0.00,6.69,0.00
198.41.212.191,4,4,0.00,6.69,0.00
104.17.144.235,4,4,0.00,6.69,0.00
104.17.150.114,4,4,0.00,6.69,0.00
104.17.184.109,4,4,0.00,6.69,0.00
104.16.240.167,4,4,0.00,6.69,0.00
104.17.123.223,4,4,0.00,6.70,0.00
104.16.206.126,4,4,0.00,6.70,0.00
104.17.190.115,4,4,0.00,6.70,0.00
104.16.152.79,4,4,0.00,6.70,0.00
104.17.120.106,4,4,0.00,6.70,0.00
104.17.179.151,4,4,0.00,6.70,0.00
104.17.185.191,4,4,0.00,6.70,0.00
104.19.157.125,4,4,0.00,6.70,0.00
104.16.152.233,4,4,0.00,6.70,0.00
104.17.178.179,4,4,0.00,6.71,0.00
104.16.196.55,4,4,0.00,6.71,0.00
104.17.110.111,4,4,0.00,6.71,0.00
104.17.116.111,4,4,0.00,6.71,0.00
104.18.43.106,4,4,0.00,6.71,0.00
104.19.159.118,4,4,0.00,6.71,0.00
104.17.171.198,4,4,0.00,6.72,0.00
104.16.200.124,4,4,0.00,6.72,0.00
104.16.205.252,4,4,0.00,6.72,0.00
104.18.81.181,4,4,0.00,6.72,0.00
104.16.247.109,4,4,0.00,6.72,0.00
104.19.158.225,4,4,0.00,6.72,0.00
104.16.151.132,4,4,0.00,6.72,0.00
104.17.177.131,4,4,0.00,6.72,0.00
104.16.254.246,4,4,0.00,6.73,0.00
104.17.147.111,4,4,0.00,6.73,0.00
104.17.152.163,4,4,0.00,6.73,0.00
104.16.192.111,4,4,0.00,6.73,0.00
104.17.144.176,4,4,0.00,6.73,0.00
104.18.35.240,4,4,0.00,6.73,0.00
104.17.148.238,4,4,0.00,6.73,0.00
104.17.102.146,4,4,0.00,6.73,0.00
104.17.127.196,4,4,0.00,6.73,0.00
172.64.147.146,4,4,0.00,6.73,0.00
104.16.152.172,4,4,0.00,6.73,0.00
104.19.149.230,4,4,0.00,6.73,0.00
104.17.215.242,4,4,0.00,6.73,0.00
104.18.93.167,4,4,0.00,6.74,0.00
104.16.201.244,4,4,0.00,6.74,0.00
198.41.212.123,4,4,0.00,6.74,0.00
104.17.169.185,4,4,0.00,6.74,0.00
104.16.146.152,4,4,0.00,6.74,0.00
104.17.208.102,4,4,0.00,6.74,0.00
104.16.151.212,4,4,0.00,6.75,0.00
104.19.146.132,4,4,0.00,6.75,0.00
104.17.100.200,4,4,0.00,6.75,0.00
104.16.154.141,4,4,0.00,6.75,0.00
104.17.147.221,4,4,0.00,6.75,0.00
104.16.155.203,4,4,0.00,6.75,0.00
104.16.152.158,4,4,0.00,6.75,0.00
104.19.149.218,4,4,0.00,6.75,0.00
104.16.243.136,4,4,0.00,6.75,0.00
104.19.159.196,4,4,0.00,6.75,0.00
172.64.157.207,4,4,0.00,6.75,0.00
104.17.172.188,4,4,0.00,6.75,0.00
104.16.152.170,4,4,0.00,6.75,0.00
104.17.177.254,4,4,0.00,6.75,0.00
104.17.108.123,4,4,0.00,6.76,0.00
104.17.221.209,4,4,0.00,6.76,0.00
104.17.109.29,4,4,0.00,6.76,0.00
104.16.244.231,4,4,0.00,6.76,0.00
104.16.147.190,4,4,0.00,6.76,0.00
104.16.196.65,4,4,0.00,6.76,0.00
104.17.170.166,4,4,0.00,6.76,0.00
104.19.150.89,4,4,0.00,6.76,0.00
104.17.120.158,4,4,0.00,6.76,0.00
104.17.187.85,4,4,0.00,6.77,0.00
104.18.91.109,4,4,0.00,6.77,0.00
104.17.179.164,4,4,0.00,6.77,0.00
104.17.157.231,4,4,0.00,6.77,0.00
104.17.180.117,4,4,0.00,6.77,0.00
104.17.159.191,4,4,0.00,6.77,0.00
104.16.155.165,4,4,0.00,6.77,0.00
104.19.157.215,4,4,0.00,6.77,0.00
104.16.144.132,4,4,0.00,6.78,0.00
104.16.153.162,4,4,0.00,6.78,0.00
104.17.107.193,4,4,0.00,6.78,0.00
104.18.35.111,4,4,0.00,6.78,0.00
104.17.113.116,4,4,0.00,6.78,0.00
104.17.123.161,4,4,0.00,6.78,0.00
104.16.252.161,4,4,0.00,6.78,0.00
104.16.193.101,4,4,0.00,6.78,0.00
104.16.193.165,4,4,0.00,6.78,0.00
104.16.200.83,4,4,0.00,6.78,0.00
104.19.145.220,4,4,0.00,6.79,0.00
104.16.147.161,4,4,0.00,6.79,0.00
104.17.156.234,4,4,0.00,6.79,0.00
104.17.220.148,4,4,0.00,6.79,0.00
172.64.159.187,4,4,0.00,6.79,0.00
104.16.144.123,4,4,0.00,6.79,0.00
172.64.229.121,4,4,0.00,6.79,0.00
104.18.87.237,4,4,0.00,6.79,0.00
104.16.195.194,4,4,0.00,6.79,0.00
104.16.154.177,4,4,0.00,6.79,0.00
104.18.95.135,4,4,0.00,6.79,0.00
104.16.144.161,4,4,0.00,6.79,0.00
104.16.202.206,4,4,0.00,6.80,0.00
104.19.144.108,4,4,0.00,6.80,0.00
104.17.114.153,4,4,0.00,6.80,0.00
104.17.115.250,4,4,0.00,6.80,0.00
104.16.156.111,4,4,0.00,6.80,0.00
172.64.147.150,4,4,0.00,6.80,0.00
104.16.144.147,4,4,0.00,6.80,0.00
172.64.144.243,4,4,0.00,6.80,0.00
104.16.148.190,4,4,0.00,6.80,0.00
104.17.169.108,4,4,0.00,6.80,0.00
104.17.211.247,4,4,0.00,6.80,0.00
104.16.146.89,4,4,0.00,6.80,0.00
104.16.152.160,4,4,0.00,6.80,0.00
104.17.223.120,4,4,0.00,6.81,0.00
104.16.148.181,4,4,0.00,6.81,0.00
104.16.150.179,4,4,0.00,6.81,0.00
104.17.104.151,4,4,0.00,6.81,0.00
104.18.44.162,4,4,0.00,6.81,0.00
104.18.46.199,4,4,0.00,6.81,0.00
172.64.154.106,4,4,0.00,6.81,0.00
104.16.194.252,4,4,0.00,6.81,0.00
104.17.113.181,4,4,0.00,6.81,0.00
104.16.161.109,4,4,0.00,6.81,0.00
104.16.197.253,4,4,0.00,6.81,0.00
104.17.223.148,4,4,0.00,6.81,0.00
104.16.150.106,4,4,0.00,6.82,0.00
104.18.85.160,4,4,0.00,6.82,0.00
172.64.228.122,4,4,0.00,6.82,0.00
104.16.196.118,4,4,0.00,6.82,0.00
104.16.151.239,4,4,0.00,6.82,0.00
104.19.159.187,4,4,0.00,6.82,0.00
104.16.155.192,4,4,0.00,6.82,0.00
104.17.118.251,4,4,0.00,6.82,0.00
104.17.160.194,4,4,0.00,6.82,0.00
104.16.148.117,4,4,0.00,6.83,0.00
104.16.157.121,4,4,0.00,6.83,0.00
104.17.217.222,4,4,0.00,6.83,0.00
104.19.156.176,4,4,0.00,6.83,0.00
104.16.148.104,4,4,0.00,6.83,0.00
104.16.198.132,4,4,0.00,6.83,0.00
104.18.46.205,4,4,0.00,6.83,0.00
104.16.206.155,4,4,0.00,6.83,0.00
104.16.201.123,4,4,0.00,6.84,0.00
104.16.147.238,4,4,0.00,6.84,0.00
172.64.158.160,4,4,0.00,6.84,0.00
104.17.165.186,4,4,0.00,6.84,0.00
104.17.148.153,4,4,0.00,6.84,0.00
104.19.159.181,4,4,0.00,6.84,0.00
104.17.100.241,4,4,0.00,6.84,0.00
104.17.122.241,4,4,0.00,6.84,0.00
104.17.103.9,4,4,0.00,6.84,0.00
104.16.154.128,4,4,0.00,6.84,0.00
104.16.155.170,4,4,0.00,6.84,0.00
104.16.152.43,4,4,0.00,6.85,0.00
104.17.122.203,4,4,0.00,6.85,0.00
104.16.193.225,4,4,0.00,6.85,0.00
198.41.220.201,4,4,0.00,6.85,0.00
104.18.83.246,4,4,0.00,6.85,0.00
104.16.153.155,4,4,0.00,6.86,0.00
104.16.148.162,4,4,0.00,6.86,0.00
104.17.179.147,4,4,0.00,6.86,0.00
104.17.209.194,4,4,0.00,6.86,0.00
104.18.39.234,4,4,0.00,6.86,0.00
104.18.42.131,4,4,0.00,6.86,0.00
104.17.147.189,4,4,0.00,6.86,0.00
172.64.152.220,4,4,0.00,6.86,0.00
104.16.148.151,4,4,0.00,6.87,0.00
104.17.119.176,4,4,0.00,6.87,0.00
104.19.157.110,4,4,0.00,6.88,0.00
104.17.178.171,4,4,0.00,6.88,0.00
104.17.153.226,4,4,0.00,6.88,0.00
104.16.196.194,4,4,0.00,6.88,0.00
104.19.148.238,4,4,0.00,6.88,0.00
104.16.193.241,4,4,0.00,6.88,0.00
104.17.105.113,4,4,0.00,6.88,0.00
104.16.156.144,4,4,0.00,6.89,0.00
104.18.84.169,4,4,0.00,6.89,0.00
104.16.153.184,4,4,0.00,6.89,0.00
104.17.148.152,4,4,0.00,6.89,0.00
104.17.159.199,4,4,0.00,6.89,0.00
104.18.167.204,4,4,0.00,6.89,0.00
198.41.209.149,4,4,0.00,6.89,0.00
104.16.156.146,4,4,0.00,6.89,0.00
104.17.121.200,4,4,0.00,6.89,0.00
104.17.156.238,4,4,0.00,6.89,0.00
104.16.194.182,4,4,0.00,6.90,0.00
104.17.175.39,4,4,0.00,6.90,0.00
104.16.151.134,4,4,0.00,6.90,0.00
104.16.144.101,4,4,0.00,6.90,0.00
104.17.148.236,4,4,0.00,6.90,0.00
104.19.157.145,4,4,0.00,6.90,0.00
104.17.106.165,4,4,0.00,6.90,0.00
104.17.161.153,4,4,0.00,6.90,0.00
104.16.152.133,4,4,0.00,6.90,0.00
104.16.147.247,4,4,0.00,6.91,0.00
104.16.154.222,4,4,0.00,6.91,0.00
104.17.172.218,4,4,0.00,6.91,0.00
104.16.144.194,4,4,0.00,6.91,0.00
104.16.153.103,4,4,0.00,6.91,0.00
104.17.124.114,4,4,0.00,6.91,0.00
104.17.145.240,4,4,0.00,6.91,0.00
104.17.165.129,4,4,0.00,6.92,0.00
172.64.156.115,4,4,0.00,6.92,0.00
104.16.247.129,4,4,0.00,6.92,0.00
104.16.156.114,4,4,0.00,6.92,0.00
104.17.161.166,4,4,0.00,6.92,0.00
104.17.222.222,4,4,0.00,6.93,0.00
104.16.154.212,4,4,0.00,6.93,0.00
